Downloading zstandard (5.3MiB)
Downloading pydantic-core (2.0MiB)
 Downloaded pydantic-core
 Downloaded zstandard
Installed 45 packages in 24ms
| qrecc-779-t3 | 4 | yes | yes | - | no | no | 604 | - | When did Michelle Branch appear on Total Request Live? |
| qrecc-775-t7 | 11 | yes | yes | - | yes | no | 1398 | yes | Did Coppi and Bartali become friends after their rivalry ended?; Relationship between Coppi and Bartali after the 1952 Tour de France; Did Coppi and Bartali reconcile after their rivalry? |
| qrecc-761-t6 | 10 | yes | yes | - | yes | no | 957 | yes | Ricky Martin's first recorded relationship; When did Ricky Martin start his first relationship; Who was Ricky Martin's first love |
| qrecc-415-t7 | 12 | yes | yes | - | yes | no | 1343 | yes | Did Roland Grapow return to Helloween after leaving in 2003?; Did Uli Kusch come back to Helloween after parting ways in 2003? |
| qrecc-1532-t5 | 8 | yes | yes | - | yes | no | 1072 | yes | Significant events during Lunalilo's reign; What else happened during Lunalilo's time as king; Other important events during Lunalilo's rule |
| qrecc-722-t2 | 2 | yes | yes | - | yes | no | 902 | yes | Where was Billy Joel's first solo album, Cold Spring Harbor, recorded?; Location of Billy Joel's Cold Spring Harbor album recording |
| qrecc-2592-t2 | 2 | yes | no | - | no | no | 394 | no |  |
| qrecc-650-t5 | 8 | yes | yes | - | no | no | 677 | no | Who was against the Dalai Lama in 2008 |
| qrecc-724-t12 | 21 | yes | yes | - | no | no | 619 | yes | Henrietta Lacks siblings |
| qrecc-2257-t5 | 8 | yes | yes | - | yes | no | 901 | yes | weaknesses of Greek gods; Greek mythology god weaknesses; Greek gods and their vulnerabilities |
| qrecc-874-t2 | 2 | yes | yes | - | yes | no | 907 | yes | Tracy McGrady's most impressive accomplishments with the Orlando Magic; Tracy McGrady's stats and achievements with the Orlando Magic |
| qrecc-827-t2 | 2 | yes | yes | - | yes | no | 1220 | yes | Anwar al-Awlaki's rank in al-Qaeda; Anwar al-Awlaki's role in terrorist activities; Anwar al-Awlaki's position in al-Qaeda |
| qrecc-264-t6 | 10 | yes | yes | - | yes | no | 930 | no | Edwin Booth another great accomplishment after returning to the stage; Edwin Booth notable achievements post-1865 |
| qrecc-145-t3 | 4 | yes | yes | - | yes | no | 724 | yes | Dan Rooney political involvement; Dan Rooney political contributions; Dan Rooney political career |
| qrecc-1474-t4 | 6 | yes | yes | - | yes | no | 980 | no | What else was said about Freddie Mercury's singing?; Criticism of Freddie Mercury's vocal style; Opinions on Freddie Mercury's singing abilities |
| qrecc-2487-t4 | 6 | yes | yes | - | yes | no | 896 | yes | United States largest airplane manufacturer; Top airplane manufacturers in the United States; Is the United States the largest manufacturer of airplanes |
| qrecc-523-t4 | 6 | yes | yes | - | yes | no | 1377 | yes | Did Cake collaborate with other artists in 2004?; Did Cake work with any other musicians during the release of Pressure Chief?; Did Cake have any collaborations in 2004 besides their own work? |
| qrecc-1922-t3 | 4 | yes | yes | - | no | no | 727 | yes | How many nations are part of CARICOM as of 2026 |
| qrecc-2767-t5 | 8 | yes | yes | - | yes | no | 1442 | yes | actors who played Jason Voorhees in Friday the 13th movies; list of actors for Jason Voorhees in Friday the 13th series; all actors who portrayed Jason Voorhees in the Friday the 13th franchise |
| qrecc-413-t9 | 16 | yes | yes | - | yes | no | 983 | yes | Stephen Stills son treatment and recovery documentary; Trauma: Life in the ER Stephen Stills son episode |
| qrecc-698-t3 | 4 | yes | yes | - | yes | no | 853 | yes | Did Cream tour to support the album Disraeli Gears?; Cream's Disraeli Gears tour details |
| qrecc-1173-t3 | 4 | yes | yes | - | yes | no | 1095 | yes | Robin Thicke top 10 hits; Robin Thicke chart performance; Robin Thicke songs that reached top 10 |
| qrecc-1124-t3 | 4 | yes | no | - | no | no | 404 | no |  |
| qrecc-1673-t7 | 11 | yes | yes | - | yes | no | 1089 | yes | Spin-offs of American Top 40; Other shows similar to American Top 40; Top 40 radio show successors |
| qrecc-313-t6 | 10 | yes | yes | - | yes | no | 1555 | yes | Original members of Chris Barber's Jazz Band from the 1940s; Chris Barber's original band members in the 1940s; Original members of Chris Barber's band when he started in the 1940s |
| qrecc-1626-t3 | 4 | yes | yes | - | yes | no | 766 | yes | Did Jay Aston leave Bucks Fizz?; When did Jay Aston leave Bucks Fizz? |
| qrecc-668-t4 | 6 | yes | yes | - | no | no | 630 | yes | Did Dean have any siblings?; Dean's family background |
| qrecc-87-t5 | 8 | yes | yes | - | yes | no | 1338 | yes | Notable actions witnessed by Aleksandr Solzhenitsyn during World War II; War crimes against German civilians by Soviet forces during WWII; Aleksandr Solzhenitsyn's experiences in East Prussia during WWII |
| qrecc-285-t2 | 2 | yes | yes | - | yes | no | 820 | yes | Cesar Romero co-stars; Cesar Romero film co-stars; Cesar Romero famous co-stars |
| qrecc-162-t11 | 19 | yes | no | - | yes | no | 574 | no |  |
| qrecc-2748-t4 | 6 | yes | yes | - | yes | no | 815 | yes | what does left ventricular hypertrophy do; effects of left ventricular hypertrophy on heart function |
| qrecc-1240-t8 | 14 | yes | yes | - | yes | no | 1030 | yes | Did Timur gain a following during his career?; What was Timur's following like?; How did Timur's personality influence his followers? |
| qrecc-2074-t4 | 6 | yes | yes | - | no | no | 600 | yes | Which confederation does the Premier League belong to |
| qrecc-941-t6 | 10 | yes | no | - | yes | no | 437 | no |  |
| qrecc-1550-t5 | 8 | yes | yes | - | yes | yes | 1983 | no | Did it go to the theaters? |
| qrecc-985-t2 | 2 | yes | yes | - | yes | no | 1161 | yes | What team was Mia Hamm's 108th international goal against?; When did Mia Hamm score her 108th international goal and against which team? |
| qrecc-943-t2 | 2 | yes | yes | - | yes | no | 1276 | yes | landmark thrash metal albums released in 1986; thrash metal albums influential to Pantera in 1986; 1986 thrash metal albums that shaped Pantera's style |
| qrecc-949-t5 | 7 | yes | yes | - | yes | no | 790 | no | Tab Hunter other hit singles; Tab Hunter second hit song; Tab Hunter other music achievements |
| qrecc-616-t2 | 2 | yes | yes | - | no | no | 698 | yes | What was Kevin Spacey accused of?; Kevin Spacey sexual misconduct allegations |
| qrecc-1847-t6 | 10 | yes | yes | - | yes | no | 1081 | no | What was Lance Bass's character name in the 2001 movie On The Line?; Lance Bass movie On The Line character name |
| qrecc-1154-t6 | 10 | yes | yes | - | yes | no | 1108 | no | Significant details about the Judith Miller anthrax hoax case; Other important facts about the Judith Miller anthrax letters; Key points about the Judith Miller anthrax hoax |
| qrecc-1789-t4 | 6 | yes | yes | - | yes | no | 1076 | yes | What did Agatha Christie say about archaeology?; Agatha Christie's views on archaeology; Agatha Christie's comments on archaeological sites |
| qrecc-1127-t2 | 2 | yes | yes | - | yes | no | 1050 | yes | songs produced by Dan Wilson with Semisonic; Semisonic's most popular songs; Dan Wilson and Semisonic discography |
| qrecc-206-t5 | 8 | yes | yes | - | yes | no | 1414 | yes | Who starred in Jim Bludso (1917)?; Cast of Jim Bludso 1917 film; Actors in Tod Browning's Jim Bludso 1917 |
| qrecc-1152-t3 | 4 | yes | yes | - | yes | no | 879 | yes | Swans band fashion influences; Swans appearance style influences; Swans visual aesthetics influences |
| qrecc-915-t4 | 6 | yes | yes | - | yes | no | 536 | yes | Guru Arjan active years |
| qrecc-1188-t3 | 4 | yes | yes | - | yes | no | 1229 | yes | Did Niki Lauda die as a result of the 1976 Nurburgring crash?; Outcome of Niki Lauda's 1976 accident at Nurburgring |
| qrecc-2548-t4 | 6 | yes | yes | - | yes | no | 829 | yes | critical response to Suicide Squad movie; reviews of Suicide Squad film; critical reception of Suicide Squad movie |
| qrecc-854-t2 | 2 | yes | yes | - | yes | no | 724 | no | Michael Shermer's current religious views; What religion does Michael Shermer follow |
| qrecc-1730-t4 | 6 | yes | yes | - | yes | no | 942 | yes | Where did Buena Vista Social Club tour?; Buena Vista Social Club tour locations; Buena Vista Social Club live performances locations |
| qrecc-42-t6 | 10 | yes | yes | - | yes | no | 1009 | yes | What is Rock City and why is it famous; Rock City attractions in Chattanooga; History of Rock City Tennessee |
| qrecc-694-t7 | 10 | yes | yes | - | yes | no | 1070 | yes | Did Simple Minds stay together after the release of Good News from the Next World?; Did Simple Minds split up after their album Good News from the Next World? |
| qrecc-1791-t3 | 4 | yes | yes | - | yes | no | 982 | no | Interesting aspects about Jackson's debut with the A's in 1967; Other notable achievements of Jackson during his time with the A's |
| qrecc-945-t2 | 2 | yes | yes | - | yes | no | 663 | yes | response to Zap Comix work; public reception of Zap Comix |
| qrecc-2489-t2 | 2 | yes | yes | - | yes | no | 1010 | yes | When did the episode of Gilmore Girls where Rory finds out Lorelai is engaged air?; Air date of Gilmore Girls episode 111 |
| qrecc-21-t4 | 6 | yes | yes | - | yes | no | 829 | yes | difference between chemical and biological weathering; chemical weathering vs biological weathering |
| qrecc-1761-t3 | 4 | yes | yes | - | yes | no | 777 | yes | public reaction to Paolo Rossi's retirement; how did fans and media react to Paolo Rossi retiring |
| qrecc-1894-t2 | 2 | yes | yes | - | yes | no | 1339 | yes | Did The Cardigans have other great hits besides Lovefool?; Other popular songs by The Cardigans after Lovefool?; What are some of The Cardigans' other successful songs besides Lovefool? |
| qrecc-1638-t5 | 8 | yes | yes | - | yes | no | 919 | yes | Michael McDonald solo tour 1982; Michael McDonald solo career tours; Michael McDonald solo artist tour dates |
| qrecc-956-t7 | 12 | yes | yes | - | yes | no | 876 | no | What happened to Kurt Weill and how did he die; Kurt Weill death cause and circumstances |
| qrecc-29-t3 | 4 | yes | yes | - | no | no | 623 | yes | British Invasion music genre; genres involved in British Invasion |
| qrecc-2502-t5 | 8 | yes | no | - | yes | no | 418 | no |  |
| qrecc-470-t6 | 10 | yes | yes | - | yes | no | 1012 | yes | public opinion on Charles Kennedy staying in politics after resignation; reaction to Charles Kennedy remaining in politics; support for Charles Kennedy as backbencher |
| qrecc-2236-t5 | 8 | yes | yes | - | no | no | 640 | yes | Who was the author of the United States Declaration of Independence |
| qrecc-2143-t3 | 4 | yes | yes | - | yes | no | 1221 | yes | character traits of Dashiki in Don't Be a Menace; description of Dashiki's personality in the movie Don't Be a Menace; character analysis of Dashiki from Don't Be a Menace |
| qrecc-1556-t3 | 4 | yes | yes | - | no | no | 650 | yes | When did Frank Zappa disband the Mothers of Invention |
| qrecc-1222-t6 | 9 | yes | yes | - | yes | no | 1432 | yes | How did Sonata Arctica's album 'The Days of Grays' perform commercially?; Critical reception of Sonata Arctica's 'The Days of Grays' album?; Sales figures for Sonata Arctica's 'The Days of Grays' album? |
| qrecc-1033-t7 | 12 | yes | yes | - | yes | no | 695 | yes | name of the comedy-variety program Meredith Willson directed |
| qrecc-753-t6 | 9 | yes | yes | - | yes | no | 1082 | - | Who were the allies and enemies of Jean Lapierre during his time as Minister of Transport; Did Jean Lapierre have any notable allies or enemies in his political career |
| qrecc-1242-t2 | 2 | yes | yes | - | yes | no | 839 | no | What position did he play in the West Indies team?; What position did he play in the cricket team? |
| qrecc-327-t4 | 6 | yes | yes | - | yes | no | 1142 | yes | How did Virat Kohli become successful in cricket?; Factors contributing to Virat Kohli's success in cricket; Virat Kohli's journey to becoming a successful cricketer |
| qrecc-2580-t3 | 4 | yes | yes | - | yes | no | 842 | yes | Do coffins and caskets go on display?; Are coffins and caskets displayed in funeral homes? |
| qrecc-448-t4 | 6 | yes | yes | - | yes | no | 1047 | no | Popular dances during the jazz era; Dance styles influenced by jazz music; Dance trends in the 1920s |
| freshqa-250 | 0 | - | no | - | no | no | 385 | - |  |
| freshqa-254 | 0 | - | yes | - | no | no | 720 | - | tallest mountain in Alaska; highest peak in Alaska; Mount Denali height |
| freshqa-257 | 0 | - | yes | - | no | no | 582 | - | 2017 Eurovision Song Contest winner |
| freshqa-262 | 0 | - | no | - | no | no | 378 | - |  |
| freshqa-263 | 0 | - | yes | - | no | no | 606 | - | 2020 Formula 1 world driver's champion |
| freshqa-272 | 0 | - | yes | - | no | no | 480 | - | David Bowie death date |
| freshqa-277 | 0 | - | yes | - | no | no | 529 | - | Who wrote Between the World and Me |
| freshqa-278 | 0 | - | no | - | no | no | 384 | - |  |
| freshqa-281 | 0 | - | yes | - | yes | no | 928 | - | During which Beatles album recording did Ringo Starr temporarily quit the band?; When did Ringo Starr leave the Beatles during an album recording? |
| freshqa-283 | 0 | - | yes | - | yes | no | 784 | - | When did the Tulip mania bubble collapse?; Month and year of Tulip mania collapse |
| freshqa-284 | 0 | - | yes | - | yes | no | 624 | - | Which character arrives late to the titular banquet in Plato's Symposium |
| freshqa-287 | 0 | - | no | - | no | no | 392 | - |  |
| freshqa-290 | 0 | - | no | - | no | no | 378 | - |  |
| freshqa-294 | 0 | - | yes | - | yes | no | 815 | - | Typhoon Haiyan first eye landfall municipality; Where did Typhoon Haiyan make its first landfall |
| freshqa-296 | 0 | - | yes | - | no | no | 502 | - | Emily Joanna Carey birthplace |
| freshqa-298 | 0 | - | yes | - | no | no | 548 | - | When did Blackpink make their debut? |
| freshqa-300 | 0 | - | yes | - | no | no | 708 | - | heaviest reptile in the world; largest living reptile by weight |
| freshqa-305 | 0 | - | yes | - | no | no | 605 | - | FIFA World Cup 2026 host countries |
| freshqa-306 | 0 | - | yes | - | yes | no | 632 | - | Number of property cards in Monopoly Deal's dark blue set |
| freshqa-307 | 0 | - | yes | - | no | no | 529 | - | UMass Outing Club founding year |
| freshqa-309 | 0 | - | no | - | no | no | 391 | - |  |
| freshqa-310 | 0 | - | yes | - | yes | no | 776 | - | Benjamin Franklin certain things in this world; What two things did Benjamin Franklin claim to be certain |
| freshqa-313 | 0 | - | yes | - | no | no | 708 | - | Disco Elysium city location; Disco Elysium setting city |
| freshqa-316 | 0 | - | no | - | no | no | 378 | - |  |
| freshqa-319 | 0 | - | yes | - | yes | no | 878 | - | famous Brazilian soccer players who died in 2022; Brazilian soccer player death 2022 |
| freshqa-322 | 0 | - | yes | - | yes | no | 947 | - | When did Elon Musk officially become the owner of Twitter; Elon Musk Twitter ownership date; Elon Musk took over Twitter on what date |
| freshqa-324 | 0 | - | yes | - | no | no | 746 | - | First operational image taken by James Webb Space Telescope; First image from James Webb Space Telescope |
| freshqa-332 | 0 | - | yes | - | no | no | 491 | - | Day of Eight Billion date |
| freshqa-335 | 0 | - | yes | - | no | no | 575 | - | Taylor Swift honorary Doctor of Fine Arts degree university |
| freshqa-338 | 0 | - | yes | - | yes | no | 1079 | - | first film franchise to gross $28 billion; which movie franchise reached 28 billion in box office revenue; film franchise with 28 billion gross revenue |
| freshqa-339 | 0 | - | yes | - | yes | no | 899 | - | First African American woman on a US quarter; First Black woman on US coin; African American woman on US quarter history |
| freshqa-341 | 0 | - | yes | - | yes | no | 1281 | - | Which country will host the most matches at the FIFA World Cup 2026; FIFA World Cup 2026 host country with most matches; 2026 World Cup host country and match distribution |
| freshqa-342 | 0 | - | yes | - | yes | no | 880 | - | last Ballon D'or winner before Messi and Ronaldo dominance; Ballon D'or winner before Messi and Ronaldo era |
| freshqa-345 | 0 | - | yes | - | yes | no | 757 | - | capital of California when it became a state; California statehood capital |
| freshqa-347 | 0 | - | yes | - | no | no | 765 | - | Author of 'A Game of Thrones' birthplace; George R.R. Martin birthplace |
| freshqa-351 | 0 | - | yes | - | yes | no | 1047 | - | tectonic plate boundary yeti crabs first discovered; where were yeti crabs first found tectonic plate boundary; geological location of yeti crabs discovery |
| freshqa-353 | 0 | - | yes | - | yes | no | 727 | - | Primary designer of AlexNet and their birthplace; AlexNet designer's birthplace |
| freshqa-355 | 0 | - | yes | - | yes | no | 777 | - | Marie Curie first discovered element name origin; Marie Curie discovered element named after country |
| freshqa-358 | 0 | - | yes | - | yes | no | 1431 | - | highest-earning woman in music Forbes Celebrity 100 2020; top-earning female musician 2020 Forbes list; Forbes Celebrity 100 2020 highest-earning woman |
| freshqa-366 | 0 | - | yes | - | yes | no | 784 | - | Who was the King of Soccer and what caused his death?; What killed the King of Soccer? |
| freshqa-124 | 0 | yes | yes | - | no | no | 738 | - | Leonardo DiCaprio children count; How many kids does Leonardo DiCaprio have |
| freshqa-125 | 0 | yes | no | - | no | no | 385 | - |  |
| freshqa-131 | 0 | yes | yes | - | no | no | 529 | - | world record time for running a mile |
| freshqa-132 | 0 | yes | yes | - | no | no | 1004 | - | How many Grand Slam titles does Rafael Nadal have as of 2026?; Rafael Nadal Grand Slam count 2026 |
| freshqa-134 | 0 | yes | yes | - | yes | no | 904 | - | best-selling video game franchise of all time 2026; top-selling video game series worldwide 2026 |
| freshqa-135 | 0 | yes | yes | - | yes | no | 947 | - | U.S. state with the highest GDP in 2026; GDP rankings of U.S. states 2026 |
| freshqa-142 | 0 | yes | yes | - | yes | no | 1050 | - | highest goals scored in international football for Malaysia; Malaysian footballer with most international goals; record for most goals in Malaysian football history |
| freshqa-148 | 0 | yes | yes | - | yes | no | 1315 | - | Second largest Wikipedia language edition by article count 2026; Wikipedia language with second highest number of articles 2026; Wikipedia edition with second most articles 2026 |
| freshqa-150 | 0 | yes | yes | - | yes | no | 916 | - | Can women attend universities in Afghanistan in 2026?; Current status of women's education in Afghanistan 2026 |
| freshqa-152 | 0 | yes | yes | - | no | no | 738 | - | shortest war in history; briefest conflict in history; shortest duration war |
| freshqa-154 | 0 | yes | yes | - | no | no | 651 | - | Number of member states in the Eurozone 2026 |
| freshqa-155 | 0 | yes | yes | - | yes | no | 833 | - | Latest country to adopt Euro 2026; Country that joined Eurozone in 2026 |
| freshqa-157 | 0 | yes | yes | - | no | no | 613 | - | Colleen Hoover published books count 2026 |
| freshqa-164 | 0 | yes | yes | - | yes | no | 972 | - | biggest single-tournament payday in tennis history winner; tennis player with highest single tournament prize money; tennis tournament with largest single payout |
| freshqa-165 | 0 | yes | yes | - | yes | no | 974 | - | largest stadium by capacity in the world 2026; world's biggest stadium capacity 2026 |
| freshqa-166 | 0 | yes | yes | - | no | no | 643 | - | Taylor Swift's most recent studio album title 2026 |
| freshqa-175 | 0 | yes | yes | - | yes | no | 821 | - | Number of asteroids discovered before impacting Earth; Asteroids that have hit Earth before 2026 |
| freshqa-180 | 0 | yes | yes | - | no | no | 1042 | - | highest-paid athlete in the world 2026; top-earning athlete 2026; world's highest-paid athlete 2026 |
| freshqa-181 | 0 | yes | yes | - | yes | no | 1013 | - | Most recent outbreak declared as public health emergency of international concern by WHO 2026; WHO public health emergency of international concern 2026 |
| freshqa-185 | 0 | yes | yes | - | no | no | 613 | - | Most recent Summer Olympics host city 2026 |
| freshqa-187 | 0 | yes | no | - | no | no | 378 | - |  |
| freshqa-190 | 0 | yes | yes | - | yes | no | 662 | - | Who has the most followers on Twitter as of 2026 |
| freshqa-193 | 0 | yes | yes | - | no | no | 1000 | - | U.S. representative for New York's 12th congressional district 2026; New York 12th congressional district current representative |
| freshqa-194 | 0 | yes | yes | - | yes | no | 928 | - | Most recently released Studio Ghibli film 2026; Latest Studio Ghibli movie release date 2026 |
| freshqa-196 | 0 | yes | yes | - | yes | no | 1107 | - | Current top rank in FIBA Men's World Ranking 2026; Which country is number 1 in FIBA Men's World Ranking 2026 |
| freshqa-202 | 0 | yes | yes | - | no | no | 613 | - | How many World Series titles have the Houston Astros won? |
| freshqa-204 | 0 | yes | yes | - | no | no | 624 | - | Which country has been invading Ukraine in 2026 |
| freshqa-205 | 0 | yes | yes | - | no | no | 537 | - | English monarch 2026 |
| freshqa-209 | 0 | yes | yes | - | no | no | 643 | - | How many Women's Rugby World Cup titles has New Zealand won? |
| freshqa-214 | 0 | yes | yes | - | yes | no | 1011 | - | Amazon Prime Video most watched premiere 2026; Amazon Prime Video highest viewed premiere; Amazon Prime Video most watched debut 2026 |
| freshqa-216 | 0 | yes | yes | - | yes | no | 613 | - | next common year starting on Saturday 2026 |
| freshqa-217 | 0 | yes | yes | - | yes | no | 897 | - | oldest Brazilian president at the time of inauguration; Brazilian president oldest age at inauguration; oldest Brazilian president inauguration age |
| freshqa-224 | 0 | yes | yes | - | yes | no | 880 | - | Number of visits by President Joe Biden to different countries during his presidency; Countries visited by President Joe Biden with the highest frequency |
| freshqa-226 | 0 | yes | yes | - | yes | no | 1023 | - | How many U.S. presidents lost reelection; List of U.S. presidents who lost re-election; Number of U.S. presidents who were not re-elected |
| freshqa-227 | 0 | yes | yes | - | yes | no | 994 | - | Number of publicly traded American companies with market cap over $4 trillion at any point; Historical list of US companies with market cap exceeding $4 trillion |
| freshqa-229 | 0 | yes | yes | - | no | no | 814 | - | Number of successful Space Launch System flights as of 2026; Space Launch System successful launches count |
| freshqa-234 | 0 | yes | yes | - | yes | no | 821 | - | largest university by enrollment in the world; vice-chancellor of the largest university by enrollment in the world |
| freshqa-239 | 0 | yes | yes | - | yes | no | 681 | - | Who has the most liked post on Instagram as of 2026 |
| freshqa-240 | 0 | yes | yes | - | yes | no | 956 | - | most recent eruption of the world's largest active volcano 2026; world's largest active volcano eruption date 2026 |
| freshqa-243 | 0 | yes | yes | - | yes | no | 1061 | - | Most expensive 20th century artwork sold in public sale; Record-breaking 20th century art auction sale; Top 20th century artwork auction prices |
| freshqa-374 | 0 | yes | yes | - | no | no | 601 | - | Winner of The Voice US 2026 |
| freshqa-378 | 0 | yes | yes | - | yes | no | 1156 | - | Number of confirmed tornadoes with Enhanced Fujita ratings in the United States in 2026; Tornadoes with EF ratings confirmed in the US so far in 2026 |
| freshqa-381 | 0 | yes | yes | - | yes | no | 1297 | - | Current best-selling children's book on Amazon 2026; Top-selling children's books on Amazon 2026; Most sold children's book on Amazon in 2026 |
| freshqa-385 | 0 | yes | yes | - | yes | no | 1448 | - | Most popular film on Letterboxd this week 2026; Top rated movie on Letterboxd for September 2026; Current trending film on Letterboxd 2026-09-24 |
| freshqa-386 | 0 | yes | yes | - | no | no | 613 | - | Geoff Hinton h-index 2026 |
| freshqa-393 | 0 | yes | yes | - | yes | no | 852 | - | Latest Grammy Award winner for Best Jazz Performance 2026; 2026 Grammy Best Jazz Performance winner |
| freshqa-394 | 0 | yes | yes | - | no | no | 784 | - | Most recent Super Bowl winner 2026; Super Bowl 2026 champion |
| freshqa-396 | 0 | yes | yes | - | no | no | 567 | - | Coachella festival dates 2026 |
| freshqa-397 | 0 | yes | yes | - | no | no | 593 | - | When is Black Friday in 2026 |
| freshqa-400 | 0 | yes | yes | - | yes | no | 860 | - | Number of papers accepted into ACL main conference 2025; ACL 2025 accepted paper count |
| freshqa-403 | 0 | yes | yes | - | no | no | 841 | - | Where is EMNLP 2026 held?; EMNLP 2026 conference location |
| freshqa-406 | 0 | yes | yes | - | yes | no | 852 | - | Berber calendar year for 2026; Corresponding Berber year for 2026 |
| freshqa-407 | 0 | yes | yes | - | yes | no | 784 | - | Ramadan 2026 start date; When does Ramadan 2026 begin |
| freshqa-408 | 0 | yes | yes | - | no | no | 548 | - | Thanksgiving date 2026 |
| freshqa-410 | 0 | yes | yes | - | no | no | 594 | - | Host stadium of Super Bowl 2026 |
| freshqa-412 | 0 | yes | yes | - | yes | no | 643 | - | Latest Academy Award for Best Animated Feature winner 2026 |
| freshqa-419 | 0 | yes | yes | - | no | no | 613 | - | Microsoft Patch Tuesday 2026 North America date |
| freshqa-426 | 0 | yes | yes | - | yes | no | 909 | - | 2025-2026 Premier League winner; Premier League 2025-26 top team |
| freshqa-430 | 0 | yes | yes | - | no | no | 639 | - | Latest MotoGP World Riders' Champion 2026 |
| freshqa-439 | 0 | yes | yes | - | yes | no | 929 | - | 2026 Primetime Emmy Award Outstanding Drama Series winner; Most recent Primetime Emmy Outstanding Drama Series winner 2026 |
| freshqa-440 | 0 | yes | yes | - | no | no | 651 | - | Most recent IJCAI conference location 2026 |
| freshqa-443 | 0 | yes | yes | - | no | no | 548 | - | Donald Trump age 2026 |
| freshqa-445 | 0 | yes | yes | - | no | no | 765 | - | NBA championship winner 2026; latest NBA champion 2026 |
| freshqa-446 | 0 | yes | yes | - | yes | no | 1384 | - | Kylian Mbappé UEFA Champions League goals 2025-2026; Mbappé Champions League goal count last season; UEFA Champions League 2025-2026 Kylian Mbappé goals |
| freshqa-447 | 0 | yes | yes | - | yes | no | 1391 | - | longest winning streak in Premier League 2025-2026 season; Premier League longest winning streak 2025-2026; 2025-2026 Premier League longest winning streak |
| freshqa-448 | 0 | yes | yes | - | no | no | 784 | - | latest winner of American Idol 2026; American Idol winner 2026 |
| freshqa-451 | 0 | yes | yes | - | no | no | 643 | - | current world number 1 female tennis player 2026 |
| freshqa-454 | 0 | yes | yes | - | no | no | 620 | - | current price of Apple HomePod 2026 |
| freshqa-456 | 0 | yes | yes | - | yes | no | 1156 | - | youngest age for COVID-19 vaccination in the United States 2026; CDC guidelines for COVID-19 vaccination age limits 2026 |
| freshqa-460 | 0 | yes | yes | - | yes | no | 993 | - | Number of NBA players who scored 60 or more points in a single game in NBA history; NBA history 60+ point games count |
| freshqa-471 | 0 | yes | yes | - | yes | no | 1251 | - | Who posted the most-liked Instagram post in 2025; Instagram user with the most likes in 2025; Most liked Instagram post of 2025 |
| freshqa-472 | 0 | yes | yes | - | yes | no | 1164 | - | Bitcoin price above $40,000 last occurrence; Bitcoin price history above $40,000; Bitcoin price above $40,000 month and year |
| freshqa-474 | 0 | yes | yes | - | yes | no | 878 | - | Brad Pitt's most recent movie as an actor 2026; Brad Pitt latest film 2026 |
| freshqa-479 | 0 | yes | yes | - | yes | no | 909 | - | current Miss World 2026 birthplace; Miss World 2026 country of origin |
| freshqa-485 | 0 | yes | yes | - | no | no | 936 | - | Current NBA champions 2026; Current NHL champions 2026; Current MLB champions 2026 |
| freshqa-488 | 0 | yes | yes | - | yes | no | 910 | - | current age of the oldest person to sail solo across the Pacific Ocean; oldest solo Pacific Ocean sailor age 2026 |
| freshqa-491 | 0 | yes | yes | - | yes | no | 1057 | - | Number of American companies in Fortune Global 500 list 2025; Fortune Global 500 2025 US companies count |
| freshqa-494 | 0 | yes | yes | - | yes | no | 786 | - | richest woman in the world 2026 birth country; current richest woman birthplace |
| freshqa-495 | 0 | yes | yes | - | yes | no | 1194 | - | Most recent Time Person of the Year recipient; Country of birth of most recent Time Person of the Year; Time Person of the Year 2026 recipient and birthplace |
| freshqa-498 | 0 | yes | yes | - | yes | no | 1221 | - | Who has the most liked TikTok video as of 2026; TikTok most liked video creator 2026; TikTok video with highest likes 2026 |
| freshqa-4 | 0 | - | no | - | yes | no | 386 | - |  |
| freshqa-10 | 0 | - | yes | - | no | no | 548 | - | When was Dartmouth Law School founded? |
| freshqa-14 | 0 | - | yes | - | yes | no | 757 | - | When was element 120 first synthesized?; History of element 120 synthesis |
| freshqa-19 | 0 | - | yes | - | no | no | 651 | - | When was COVID-19 declared endemic by the World Health Organization |
| freshqa-24 | 0 | - | yes | - | no | no | 586 | - | Mark Zuckerberg Twitter acquisition price 2026 |
| freshqa-27 | 0 | - | yes | - | no | no | 829 | - | How many times has Jeremy Corbyn served as Prime Minister of the UK?; Jeremy Corbyn UK Prime Minister term count |
| freshqa-30 | 0 | - | yes | - | no | no | 1004 | - | Yann LeCun Google join date; When did Yann LeCun start working at Google; Yann LeCun employment history at Google |
| freshqa-35 | 0 | - | yes | - | no | no | 594 | - | When did Papa John's go out of business? |
| freshqa-41 | 0 | - | yes | - | no | no | 606 | - | When did Lionel Messi win his second FIFA World Cup? |
| freshqa-42 | 0 | - | yes | - | no | no | 612 | - | FIFA World Cup 2026 host country |
| freshqa-45 | 0 | - | yes | - | yes | no | 738 | - | Elon Musk X Corp CEO tenure; When did Elon Musk become CEO of X Corp |
| freshqa-50 | 0 | - | yes | - | yes | no | 1144 | - | When did the global cumulative number of COVID-19 infections first exceed 1 billion?; What was the date when the total confirmed cases of COVID-19 reached 1 billion globally? |
| freshqa-53 | 0 | - | yes | - | yes | no | 1088 | - | Biggest city in the United States and Olympics Games host city; When did the largest city in the US host the Olympics; History of Olympic Games in the largest US city |
